#haḷagannaḍa pada sampada, a dictionary of Old Kannada. Data as scraped from Bharatavani.in

ಅ(ಬ್ಬಾ)ಬ್ಬೆ ,(ಅಂಬಾ) ತಾಯಿ
ಪಂಚೇಷು ,"ಐದು ಹೂವಿನ ಬಾಣಗಳು, ನೋಡಿ, `ಪಂಚಬಾಣ’"
ಪಚ್ಚಖ್ಖಾಣಂಗುಡು ,(ಜೈನ) ಪಚ್ಚಖ್ಖಾಣವ್ರತ (ಸೀಮಿತಕಾಲಕ್ಕೆ ಆಹಾರ ಬಿಡುವುದು) ದೀಕ್ಷೆ ಕೊಡು
ಪಚ್ಚಖ್ಖಾಣಂಗೊಳ್ ,ಪಚ್ಚಖ್ಖಾನವ್ರತ ತೊಡು
ಪಚ್ಚಗಾಱ ,ಅಲಂಕಾರ ಮಾಡುವ ವೃತ್ತಿಯವನು
ಪಚ್ಚಡ ,"ಹಚ್ಚಡ, ಹೊದಿಕೆ"
ಪಚ್ಚಡಿಕೆ ,ಪಚ್ಚಡ
ಪಚ್ಚಡಿಸು ,ಹೊದಿಸು
ಪಚ್ಚಣ ,ಮುಚ್ಚುಮರೆ
ಪಚ್ಚನೆ ,ಹಸುರಾದ
ಪಚ್ಚಪಸಿ ,ಬಹಳ ಹಸಿ
ಪಚ್ಚಪಸಿವರೆಯ ,ಹೊಚ್ಚ ಹೊಸ ಹರಯ
ಪಚ್ಚಬಗೆ ,ಒಡೆದ ಮನಸ್ಸು
ಪಚ್ಚಯಿಲ ,ಪಚ್ಚಗಾಱ
ಪಚ್ಚವಡ ,ಬಚ್ಚಲು
ಪಚ್ಚವಡಿಕೆ(ಗೆ) ,ಮಗ್ಗುಲುಹಾಸಿಗೆ
ಪಚ್ಚವಡಿತಿ ,ಹಚ್ಚಡಿಸುವಾಕೆ; ಅಲಂಕರಿಸುವವಳು
ಪಚ್ಚವಡಿಸು ,ಹೊದಿಸು
ಪಚ್ಚವಾಗಲ್ ,"ಪಚ್ಚೆಯ ಪ್ರಾಕಾರ, ಸುತ್ತುಗೋಡೆ"
ಪಚ್ಚೞಿ ,"ಪಚ್ಚು+ಅೞಿ, ಅನ್ಯೋನ್ಯತೆಯನ್ನು ತೊರೆ"
ಪಚ್ಚಾಯ್ಲ ,ಅಲಂಕರಿಸುವವನು
ಪಚ್ಚಿಕೊಳ್ ,ಹಂಚಿಕೊ
ಪಚ್ಚು ,"ಹೊಂದಿಕೆ, ಅನ್ಯೋನ್ಯತೆ"
ಪಚ್ಚು(ರ್ಚು)ಗೊಳ್ ,"ಹಂಚಿಕೊ, ವಿಭಾಗಿಸಿಕೊ"
ಪಚ್ಚುಕು(ಕೊ)ಡು ,ಹಂಚಿ ಕೊಡು
ಪಚ್ಚುಗಂಟು ,ಹಂಚಿಕೆಯಾದ ಗಂಟು
ಪಚ್ಚುಗೊಡು ,ಪಚ್ಚುಕುಡು
ಪಚ್ಚುಡಿ ,ಹಂಚಿಹೋಗು
ಪಚ್ಚೆಗರ್ಬುನ ,ಅಶುದ್ಧ ಕಬ್ಬಿಣ
ಪಚ್ಚೆಗೊಡೆ ,"ಪಚ್ಚೆಯ ಕೊಡೆ, ಹಸಿರು ಕೊಡೆ"
ಪಚ್ಚೆದೋರಣ ,ಹಸಿರು ತೋರಣ
ಪಚ್ಚೆಲೆ ,ಹಸಿರೆಲೆ
ಪಚ್ಚೆಲೆದೊಂಗಲ್ ,ಹಸಿರೆಲೆಯ ಗೊಂಚಲು
ಪಚ್ಚೆವಟ್ಟು ,"ಪಚ್ಚೆಯ ಬಟ್ಟು, ಗುಂಡು"
ಪಚ್ಚೆವಡಿಗ ,"ಪಚ್ಚೆ+ಪಡಿಗ, ಪಚ್ಚೆಯ ಉಗುಳುಪಾತ್ರೆ"
ಪಚ್ಚೆವರಲ್ ,"ಪಚ್ಚೆಯ ಹರಳು, ಹಸಿರು ಮಣಿ"
ಪಚ್ಚೆವರಿಗೆ ,"ಪಚ್ಚೆ+ಪರಿಗೆ, ಹಸಿರು ಗುರಾಣಿ"
ಪಚ್ಚೆವಾಕಲು ,"ಹಸಿರುಮನೆ, ಬಳ್ಳಿಮಾಡ, ಮಲ್ಲಿಗೆ ಬಳ್ಳಿ"
ಪಚ್ಚೆವಿಲ್ಲ ,"ಹಸಿರು ಬಿಲ್ಲನ್ನು (ಕಬ್ಬಿನ ಬಿಲ್ಲನ್ನು) ಪಡೆದವನು, ಮನ್ಮಥ"
ಪಚ್ಚೆಸಾರ ,ಪಚ್ಚೆಯ ಆಭರಣ
ಪಚ್ಚೋ(ಂ)ತಿ ,ಊಸರವಳ್ಳಿ
ಪಚ್ಚೋಲೆ ,"ಹಸಿಯ ಓಲೆಗರಿ, ಬಿಚ್ಚೋಲೆ, ಪಚ್ಚೆಯ ಓಲೆ (ಕಿವಿಯ ಆಭರಣ)"
ಪಂಜರ ,ಪ್ರಾಣಿಪಕ್ಷಿಗಳನ್ನು ಕೂಡಿಹಾಕುವ ಸಾಧನ
ಪಂಜರಂಬಡೆ ,ಪಂಜರ ನಿರ್ಮಿಸು
ಪಂಜರಿಸು ,ಪಂಜರದಂತೆ ಸುತ್ತಲೂ ಆವರಿಸು
ಪಂಜಿ ,ಹಿಂಜಿದ ಹತ್ತಿಯ ಉಂಡೆ
ಪಜ್ಜ ,ಮುತ್ತಾತ
ಪಜ್ಜ ,"ಅಜ್ಜನ ತಂದೆ, ಮುತ್ತಜ್ಜ (ಅರ್ಥಸಂದಿಗ್ಧತೆಯ ಶಬ್ದ)"
ಪಜ್ಜತಿ ,ಪದ್ಧತಿ
ಪಜ್ಜಳ ,(ಪ್ರಜ್ವಲ) ಹೊಳಪು
ಪಜ್ಜಳಿಕೆ ,ಕಾಂತಿ
ಪಜ್ಜಳಿಸು ,"ಹೊಳೆ, ಪ್ರಕಾಶಿಸು"
ಪಜ್ಜೆ ,(ಪದ್ಯಾ) ಹೆಜ್ಜೆ; ಅಡಿ; ದಾರಿ; ಗುರುತು
ಪಜ್ಜೆಕಾಱ ,"ಬೇಹುಗಾರ, ಗುರುತು ಹಿಡಿಯುವವನು"
ಪಜ್ಜೆವೞಿ ,"ಪಜ್ಜೆ+ಬೞಿ, ಕಾಲು ಹಾದಿ"
ಪಜ್ಜೆವಿಡಿ ,ಹೆಜ್ಜೆಯ ಗುರುತು ಹಿಡಿದು ಹೋಗು
ಪಟ ,ಬಟ್ಟೆ; ತೆರೆ
ಪಟಕುಟಿ ,"ಬಟ್ಟೆಯ ಗುಡಿಸಲು, ಡೇರೆ"
ಪಟಂಗೊಳ್ ,"ಹಾರಾಡು, ಪ್ರಸಿದ್ಧಗೊಳ್ಳು"
ಪಟಚ್ಚರ ,ಹಳೆಯ ಬಟ್ಟೆ
ಪಟಮಂಡಪ ,"ಪಟಕುಟಿ, ಡೇರೆ"
ಪಟಲ(ಳ) ,ಗುಂಪು; ಹೊದಿಕೆ
ಪಟಲ(ಳ)ಕ ,ಪರದೆ
ಪಟಲಿ(ಳಿ)(ಕೆ) ,ಸಮೂಹ
ಪಟವಾಸ ,ಸುಗಂಧದ ಪುಡಿ
ಪಟವಾಸಕ್ಷೋದ ,ಪಟವಾಸ
ಪಟವಾಸಚೂರ್ಣ ,ಪಟವಾಸ
ಪಟವಿದ್ದೆ ,(ಪಟವಿದ್ಧ) ಚಿತ್ರ ಬರೆಯುವುದು
ಪಟಹ ,ಭೇರಿ
ಪಟಹಡಕ್ಕೆ ,ಪಟಹ
ಪಟಾಳಿ ,ಬಟ್ಟೆಗಳ ರಾಶಿ
ಪಟಿಷ್ಠ ,ಹರಿತವಾದ; ಚುರುಕಾದ; ಸಮರ್ಥವಾದ
ಪಂಟಿಸು ,ಹೊದಿಸು
ಪಟೀರ ,ಶ್ರೀಗಂಧ
ಪಟು ,"ಶಕ್ತಿಶಾಲಿ, ಉಗ್ರ; ಸಮರ್ಥ"
ಪಟುದೇಹ ,ಚಟುವಟಿಕೆಯ ದೇಹ
ಪಟುಪಟಹ ,ಜೋರಾಗಿ ಸದ್ದುಮಾಡುವ ಭೇರಿ
ಪಟುಪ್ರತಾಪ(ಪಿ) ,ಉಗ್ರಪ್ರತಾಪ (ಉಳ್ಳವನು)
ಪಟುಪ್ರಧ್ವಾನ ,ಜೋರಾದ ಧ್ವನಿ
ಪಟುಮತಿ ,ಹರಿತ ಬುದ್ಧಿ
ಪಟುರವ ,ಪಟುಪ್ರಧ್ವಾನ
ಪಟ್ಟ ,ಅಧಿಕಾರಸೂಚಕ ಬಾಸಿಂಗ; ಕಿರೀಟ
ಪಟ್ಟಂಗಟ್ಟು ,ವಿಧ್ಯುಕ್ತವಾಗಿ ಅಧಿಕಾರ ವಹಿಸಿಕೊಡು
ಪಟ್ಟಗಾಳೆಗ ,ಹಳ್ಳಿ(ಕೇರಿ)ಗಳ ನಡುವಣ ಕಾಳಗ
ಪಟ್ಟಣ ,ನಗರ
ಪಟ್ಟಣಿಗ ,ನಗರವಾಸಿ
ಪಟ್ಟಣಿಗೆ ,"ಪಟ್ಟೆಯ ಸೀರೆ, ದುಕೂಲ"
ಪಟ್ಟದ ಮೊದಲಿಗ ,ಅಧಿಕಾರಕ್ಕೆ ಅತ್ಯಂತ ಹಿರಿಯ ಹಕ್ಕುದಾರ
ಪಟ್ಟನೂಲ್ ,ರೇಷ್ಮೆಯ ಎಳೆ
ಪಟ್ಟಪಱಿ ,ಚೂರಾಗಿ ಹರಿದುಬಿಡು
ಪಟ್ಟಬಂಧ(ನ) ,"ಪಟ್ಟ ಕಟ್ಟುವುದು, ಪಟ್ಟಾಭಿಷೇಕ"
ಪಟ್ಟಬಂಧೋತ್ಸವ ,ಪಟ್ಟಾಭಿಷೇಕ ಸಮಾರಂಭ
ಪಟ್ಟಂಬಾಱಿಸು ,ನಿರ್ನಾಮಗೊಳಿಸು
ಪಟ್ಟಮಹಿಷಿ ,"ಪಟ್ಟ ಕಟ್ಟಿಸಿಕೊಂಡ ರಾಣಿ, ಹಿರಿಯ ರಾಣಿ"
ಪಟ್ಟಮಾರ್ಗ ,ರಾಜಮಾರ್ಗ
ಪಟ್ಟಮಾರ್ಗಂಬಿಡಿ ,ರಾಜಮಾರ್ಗ (ನೇರಮಾರ್ಗ) ಹಿಡಿ
ಪಟ್ಟವಣೆ ,ಸಿಂಹಾಸನ; ಹಸೆಮಣೆ
ಪಟ್ಟವರ್ಧನ ,ಪಟ್ಟದ ಆನೆ
ಪಟ್ಟವೞಿ ,ರೇಷ್ಮೆ ವಸ್ತ್ರ
ಪಟ್ಟವಿಜ್ಜೆಯೆತ್ತು ,ಪತ್ತೆ ಹಚ್ಚು (ಅರ್ಥಸಂದಿಗ್ಧತೆಯ ಶಬ್ದ)
ಪಟ್ಟಶಿಲೆ ,ಹಾಸುಗಲ್ಲು
ಪಟ್ಟಸ ,ಈಟಿ
ಪಟ್ಟಸಾಲಿಗ ,ರೇಷ್ಮೆ ನೇಕಾರ
ಪಟ್ಟಸಾಲೆ ,ಮೊಗಸಾಲೆ
ಪಟ್ಟಸೂತ್ರ ,ರೇಷ್ಮೆ ಎಳೆ
ಪಟ್ಟಳಿ(ಣಿ)ಗೆ ,ಪಟ್ಟವೞಿ
ಪಟ್ಟಳೆ ,ತೊಲೆ
ಪಟ್ಟಾಂಶುಕ ,ಪಟ್ಟವೞಿ
ಪಟ್ಟಿ ,"ಹಟ್ಟಿ, ಹಳ್ಳಿ; ರೊಪ್ಪ"
ಪಟ್ಟಿಕ ,ಪೀಠ
ಪಟ್ಟಿರಿಸು ,ಮಲಗಿಸು
ಪಟ್ಟಿರ್ ,ಮಲಗಿರು
ಪಟ್ಟಿವಣೆ ,ಹಸೆ ಮಣೆ
ಪಟ್ಟಿಸ ,ಕುಸ್ತಿಯ ಒಂದು ಪಟ್ಟು
ಪಟ್ಟಿಸಭಂಡಾರ ,ರೇಷ್ಮೆ ಬಟ್ಟೆಗಳ ಸಂಗ್ರಹ
ಪಟ್ಟಿಹೆ ,ಕೊರಳ ತೊಡುಗೆ; ಡಾಬು
ಪಟ್ಟುಕಾಱ ,ಪಟ್ಟಸಾಲಿಗ
ಪಟ್ಟೆಯ ,ಒಂದು ಆಯುಧ
ಪಠರೀ ,ಮಡಕೆ
ಪಠಿಸು ,ಓದು; ಹೇಳು
ಪಡ(ಂ)ಗು ,ಹಡಗು
ಪಂಡಕ ,ಪುರೋಹಿತ
ಪಡಕೆ ,ಹಾಸಿಗೆ; ಒಂದು ಬಗೆಯ ಧರ್ಮವಾದ್ಯ
ಪಡಣ ,"ಅನಿಷ್ಟ, ಕೇಡು"
ಪಡಣ ,ಹಡನ (ಅರ್ಥಸಂದಿಗ್ಧತೆಯ ಶಬ್ದ)
ಪಡಣಿಗೆ ,ಅಮಂಗಳಕರ ಹೆಂಗಸು
ಪಡಪಡವಾಯ್ ,ಎದೆ ಡವಗುಟ್ಟು
ಪಡಪು ,ಪ್ರಯೋಜನ
ಪಡಪುಗಾರ್ತಿ ,ಹಣಗಳಿಸುವ ಹೆಣ್ಣು; ಠೀವಿಯವಳು
ಪಡಲ ,ಹರಿವಾಣ; ಬುಟ್ಟಿ
ಪಡಲ(ಲಿ)ಗೆ ,(ಪಟಲಿಕಾ) ಪಡಲ
ಪಡಲಿಡು ,ಚೆಲ್ಲಾಪಿಲ್ಲಿಯಾಗಿ ಬೀಳು; ಸಾಯು
ಪಡಲ್ವಡಿಸು ,ಚೆಲ್ಲಾಪಿಲ್ಲಿಯಾಗಿಸು
ಪಡಲ್ವಡು ,ಚೆಲ್ಲಾಪಿಲ್ಲಿಯಾಗು
ಪಡವು ,ಸಂಪಾದನೆ; ಆಶ್ರಯ
ಪಡಿ ,(ಪ್ರತಿ) ಕದ; ಸಮಾನ
ಪಡಿಕಮಂಗೆಯ್ ,(ಜೈನ) ಪ್ರಾಯಶ್ಚಿತ್ತಕ್ಕೋಸುಗ ತಪಸ್ಸು ಮಾಡು
ಪಡಿಕಮಣಂಗೇಳ್ ,(ಜೈನ) ಪ್ರಾಯಶ್ಚಿತ್ತಕ್ಕಾಗಿ ಧರ್ಮೋಪದೇಶವನ್ನು ಕೇಳು
ಪಡಿಕಮಣಂಪೇೞ್ ,(ಜೈನ) ಪ್ರಾಯಶ್ಚಿತ್ತಕ್ಕಾಗಿ ಧರ್ಮೋಪದೇಶಮಾಡು
ಪಡಿಕೆ ,ಬಂಧನ
ಪಡಿಗ ,(ಪತದ್ಗ್ರಹ) ಪೀಕದಾನಿ
ಪಡಿಗಚ್ಚು ,ಪಡಿಯಚ್ಚು (ಅರ್ಥಸಂದಿಗ್ಧತೆಯ ಶಬ್ದ)
ಪಡಿಗಟ್ಟು ,ಹೋಲಿಕೆ ಮಾಡು
ಪಡಿಗಹ ,(ಪ್ರತಿಗ್ರಹ) ಸ್ವೀಕರಿಸು
ಪಡಿಗೋಂಟೆ ,ಪ್ರತಿ ಕೋಟೆ; ಕೃತಕ ಕೋಟೆ
ಪಡಿಚಂದ ,(ಪ್ರತಿಚ್ಛಂದ) ಪ್ರತಿಕೃತಿ; ಸಮಾನ
ಪಂಡಿತ(ಮಂಡಲಿ) ,ವಿದ್ವಾಂಸ (ಸಮೂಹ)
ಪಂಡಿತಮರಣ ,(ಜೈನ) ಜ್ಞಾನಿಯಾಗಿ ಸಲ್ಲೇಖನದಿಂದ ಪಡೆಯುವ ಮರಣ
ಪಂಡಿತವಕ್ಕಿ ,ಗಿಳಿ
ಪಂಡಿತಿಕ್ಕೆ ,ಪಾಂಡಿತ್ಯ
ಪಂಡಿತೋಕ್ತಿ ,ವಿದ್ವಾಂಸನ ನುಡಿ
ಪಡಿದೆಱೆ ,ಕದ ತೆಗೆ
ಪಡಿಪಾಸು ,ನಡೆಮಡಿ ಹಾಸು
ಪಡಿಮೊಗ ,"ಎದುರು, ಅಭಿಮುಖ"
ಪಡಿಯಱ(ತಿ) ,(ಪ್ರತೀಹಾರ) ಬಾಗಿಲು ಕಾಯುವವನು(ಳು)
ಪಡಿಯಱಗಟ್ಟಿಗೆ ,ದ್ವಾರಪಾಲಕನ ಕೈಯ ಕೋಲು
ಪಡಿಯಱವಕ್ಕಿ ,ಕೋಗಿಲೆ
ಪಡಿಯಱವೆಸ ,ಬಾಗಿಲು ಕಾಯುವ ಕೆಲಸ
ಪಡಿಯಱವೆಸಗೆಯ್ ,ಬಾಗಿಲು ಕಾಯುವ ಕೆಲಸ ಮಾಡು
ಪಡಿಯಱಿ ,ರೀತಿಯನ್ನು ತಿಳಿ
ಪಡಿಯಱಿಕೆ ,ಪಡಿಯಱವೆಸ
ಪಡಿಯಿಡು ,ಸಮಾನವಾಗು; ತಾಳೆ ನೋಡಿ
ಪಡಿಲೇಖಿಸು ,ಪ್ರತಿಬಿಂಬವನ್ನು ರಚಿಸು
ಪಡಿವಡೆ ,"ಪ್ರತಿ ಸೈನ್ಯ, ಶತ್ರು ಸೈನ್ಯ"
ಪಡಿವರಿಜು ,ಪ್ರತಿರೂಪ
ಪಡಿವಳಗಟ್ಟಿಗೆ ,ಪಡಿಯಱಗಟ್ಟಿಗೆ
ಪಡಿವಾ(ಮಾ)ತು ,ಪ್ರತಿ ಮಾತು; ಪ್ರತ್ಯುತ್ತರ
ಪಡಿವೆಸ ,ಸೇವೆಯ ಕೆಲಸ
ಪಡಿಸಣ ,ಪರೀಕ್ಷೆ; ಆಹಾರ ಪರೀಕ್ಷೆ
ಪಡಿಸು ,ಮಲಗಿಸು
ಪಡು ,ಬೀಳು; ಮಲಗು; (ಸೂರ್ಯ) ಅಸ್ತಮಿಸು
ಪಡು(ಡಿ)ಕೆ ,ಕೆಟ್ಟ ವಾಸನೆ; ಹೊಲಸು
ಪಡು(ಡಿ)ಕೆನಾಱು ,ಕೆಟ್ಟ ವಾಸನೆ ಬೀರು
ಪಡುತರ್ ,ಸೂರ್ಯನು ಅಸ್ತವಾಗು
ಪಡುನೇಸಱ್ ,ಮುಳುಗುವ ಸೂರ್ಯ
ಪಡುಮಿಗ ,ಬೇಟೆಗೆ ಬೀಳುವ ಪ್ರಾಣಿ
ಪಡುವ(ಣ್) ,ಪಶ್ಚಿಮ
ಪಡುವಣ ,ಪಶ್ಚಿಮದ; ಪಶ್ಚಿಮ ದಿಕ್ಕು
ಪಡುವಣಂ ,ಪಶ್ಚಿಮದವನು
ಪಡುಶಿಲೆ ,ಮಲಗುವ ಕಲ್ಲು
ಪಡೆ ,ಹೊಂದು; ಉಂಟುಮಾಡು; ಸೈನ್ಯ
ಪಡೆಪಾಳಿತನ ,ಸಂಪಾದನೆಗೈಯುವಿಕೆ
ಪಡೆಪು ,"ಇಷ್ಟಾರ್ಥ, ಪಡೆಯಬೇಕೆಂದಿರುವುದು; ಲಾಭ"
ಪಡೆಪುಗಿಡು ,ಧೈರ್ಯಗೆಡು
ಪಡೆಮಾ(ವಾ)ತು ,ಸುದ್ದಿ; ವಿಷಯ; ಕೀರ್ತಿ; ವ್ಯರ್ಥ ಮಾತು
ಪಡೆಮೆಚ್ಚೆಗಂಡಂ ,(ಎದುರು) ಸೈನ್ಯವೂ ಮೆಚ್ಚಿಕೊಳ್ಳುವ ಶೂರ
ಪಡೆವಳ(ಳ್ಳ) ,ಸೇನಾನಿ
ಪಡ್ಡಳಿ ,ಕಣಿಗಿಲೆ
ಪಣ ,ಜೂಜಿನ ಒತ್ತೆ; ಹಣ
ಪಣಕಾಂತೆ ,ಸೂಳೆ
ಪಣಂಕು ,"ಪಳುಂಕು, ಬಲವಾಗಿ ತಾಗು"
ಪಣಗೊಳ್ ,ಒತ್ತೆ ಹಣ ತೆಗೆದುಕೊ
ಪಣವ ,ಮದ್ದಳೆ
ಪಣವಧು ,ಪಣಕಾಂತೆ
ಪಣವಧೂಗೇಹ ,ಸೂಳೆಯ ಮನೆ
ಪಣವಧೂಟಿ ,ಪಣಕಾಂತೆ
ಪಣವನಿತೆ ,ಪಣಕಾಂತೆ
ಪಣವು ,ದುಡ್ಡು; ಒಂದು ನಿರ್ದಿಷ್ಟ ನಾಣ್ಯ
ಪಣಾಂಗನೆ ,ಪಣಕಾಂತೆ
ಪಣಿ ,ಘಟ್ಟಿಸು
ಪಣಿಗೆ ,ಬಾಚಣಿಗೆ; ಬಾಳೆ ಹಣ್ಣಿನ ಚಿಪ್ಪು
ಪಣಿತ ,ಪಂತ; ದ್ಯೂತ
ಪಣಿದ ,ಪೈರು; ಕಾಳಗ; ಕತ್ತರಿಸುವಿಕೆ
ಪಣಿದಕಾಱ ,ಕತ್ತರಿಸುವವನು; ಕಟಾವುದಾರ
ಪಣಿದಂಬೊಯ್ ,ಕತ್ತರಿಸಿ ಹಾಕು; ಯುದ್ಧಮಾಡು; ಪಣವಾಗಿ ಕೊಡು
ಪಣು(ಂ)ಕು ,ಕುಗ್ಗು; ಕುಸಿ
ಪಣೆ ,ಹಣೆ; ಮರದ ಕಾಂಡದ ಕವಲೊಡೆವ ಜಾಗ; ಕಾಡುಮೃಗಗಳ ವಾಸದ ನೆಲೆ
ಪಣೆಕ(ಗ)ಟ್ಟು ,ಹಣೆಯ ಅಲಂಕಾರ ಪಟ್ಟಿ; ತಲೆಯ ಪಾಗು
ಪಣೆಗಣ್ ,ಹಣೆಗಣ್ಣು; ಶಿವನ ಮೂರನೆಯ ಕಣ್ಣು
ಪಣೆಯಿಕ್ಕು ,ಹಣೆ ಚಾಚು; ತಲೆಯೆತ್ತು
ಪಣ್ ,ಹಣ್ಣು; ಹಣ್ಣು ಬಿಡು; ಮಾಗು; ರುಚಿಯಾಗು; ಮಾಡು
ಪಣ್ಗೊ(ನೆ)ಲೆ ,ಹಣ್ಣಿನ ಗೊನೆ
ಪಣ್ಣಪಣ್ಣನೆ ,ಮೆಲ್ಲಮೆಲ್ಲಗೆ
ಪಣ್ಣಿಗೆವಿಡಿ ,"ಪಣ್ಣಿಗೆ+ಪಿಡಿ, ಅಲಂಕೃತವಾದ ಹೆಣ್ಣಾನೆ"
ಪಣ್ಣು ,ಸಜ್ಜುಮಾಡು; ಸಜ್ಜಾಗು; ಮಾಡು
ಪಣ್ಣುಗೆ ,ಸಜ್ಜು; ಸಿದ್ಧತೆ; ಅಲಂಕಾರ
ಪಣ್ಣೆಯ ,ಹವ್ಯಾಸ
ಪಣ್ಪಲ(ಳ) ,ಹಣ್ಣುಹಂಪಲು
ಪಣ್ಯಕರ್ಮ ,ವ್ಯಾಪಾರ
ಪಣ್ಯವಧು ,ಸೂಳೆ
ಪಣ್ಯವನಿತೆ ,ಪಣ್ಯವಧು
ಪಣ್ಯಾಂಗನಾ ,"ಸೂಳೆ, ವೇಶ್ಯೆ"
ಪಣ್ಯಾಂಗನಾಜನ ,ಸೂಳೆಯರ ಗುಂಪು
ಪಣ್ಯಾಂಗನಾವೀಧಿ ,ಸೂಳೆಗೇರಿ
ಪಣ್ಯಾಂಗನೆ ,ಪಣ್ಯವಧು
ಪಣ್ಯಾಗಾರ ,ವ್ಯಾಪಾರದ ಸ್ಥಳ; ಅಂಗಡಿ
ಪತಂಗ ,ಸೂರ್ಯ; ಈಚಲು ಹುಳು; ದೀಪದ ಹುಳು; ಹಕ್ಕಿ; ಬಾಣ
ಪತಂಗಮಂಡಲ ,ಸೂರ್ಯಮಂಡಲ
ಪತಂಗವೃತ್ತಿ ,ದೀಪದ ಹುಳುವಿನಂತೆ ನುಗ್ಗುವುದು
ಪತತ್ರ ,ರೆಕ್ಕೆ
ಪತತ್ರಿ ,"ರೆಕ್ಕೆಯುಳ್ಳುದು, ಹಕ್ಕಿ; ಬಾಣ"
ಪತತ್ರಿ ,ಪಕ್ಷಿ
ಪತತ್ರಿಗೋತ್ರ ,ಪಕ್ಷಿಗಳ ಗುಂಪು
ಪತಾಕಪಟ ,ಬಾವುಟದ ಬಟ್ಟೆ
ಪತಾಕಿನಿ ,ಸೈನ್ಯ
ಪತಾಕಿನೀಪತಿ ,ಸೇನಾಧಿಪತಿ
ಪತಾಕೆ ,"ಬಾವುಟ, ಧ್ವಜ"
ಪಂತಿ ,ಸಾಲು; ಊಟದ ಪಂಕ್ತಿ
ಪತಿ ,ಒಡೆಯ; ಗಂಡ
ಪತಿಕಾರ್ಯ ,ಯಜಮಾನನ ಕೆಲಸ
ಪಂತಿಕಾಱ ,ಊಟದ ಪಂಕ್ತಿಯ ಮೇಲ್ವಿಚಾರಕ
ಪಂತಿಗೊಳಿಸು ,ಸಾಲಾಗಿ ಮಾಡು
ಪಂತಿಗೊಳ್ ,ಸಾಲುಗಟ್ಟು
ಪತಿತ್ವ ,ಒಡೆತನ
ಪತಿಂವರೆ ,ಸ್ವಯಂವರದ ಅವಕಾಶವಿರುವ ಕನ್ಯೆ
ಪತಿವ್ರತಾಗುಣ ,ಪತಿನಿಷ್ಠೆಯ ನಡವಳಿಕೆ
ಪತಿವ್ರತಾಚರಣ ,ಪಾತಿವ್ರತ್ಯದ ಅನುಸರಣೆ
ಪತಿವ್ರತಾಲಿಂಗ ,(ಜೈನ) ಯೋಗಸಾಧನಯ ಒಂದು ಬಗೆ
ಪತಿವ್ರತಿಕೆ ,ಪಾತಿವ್ರತ್ಯದ ಗುಣ
ಪತಿಹಿತವ ,ಒಡೆಯನ ಹಿತ ಬಯಸುವವನು
ಪತ್ತನ ,ನಗರ; ಗಾಡಿ ಅಥವಾ ನಾವೆಯಲ್ಲಿ ತಲುಪಬಹುದಾದ ದೊಡ್ಡ ಊರು
ಪತ್ತಱು ,"ಹತ್ತು+ಆರು, ಹದಿನಾರು"
ಪತ್ತಳೆ ,"(ಪತ್ರಿಕಾ) ಓಲೆ, ಪತ್ರ, ಕಾಗದ"
ಪತ್ತಿ ,"ಪದಾತಿ ಸೈನಿಕ; ಒಂದು ರಥ, ಎರಡು ಆನೆ, ಮೂರು ಕುದುರೆ, ನಾಲ್ಕು ಕಾಲಾಳುಗಳ ಗುಂಪು; ಬಾಣ"
ಪತ್ತಿಸು ,ಹತ್ತಿಸು; ಮನಸ್ಸನ್ನು ನಿಲ್ಲಿಸು
ಪತ್ತೀಂದ್ರ ,ಪದಾತಿಯ ದಳಪತಿ
ಪತ್ತು ,ಹತ್ತು; ಮೇಲೇರು; ಉರಿಗೊಳ್ಳು; ಮೆತ್ತಿಕೊ; ಒಂದು ಸಂಖ್ಯೆ
ಪತ್ತುಗೆ ,ಸಂಭವಿಸುವಿಕೆ; ಸಂಬಂಧ; ಸ್ನೇಹ; ಆಶ್ರಯ; ರಥದ ಅಚ್ಚು
ಪತ್ತುಗೆಗುಂದು ,ಸಂಬಂಧ ಕಳೆದುಹೋಗು
ಪತ್ತುಗೆಗೆಡು ,ಸಂಬಂಧ ತಪ್ಪಿಹೋಗು
ಪತ್ತುಗೆಗೊಳ್ ,ಸಂಬಂಧವುಂಟಾಗು
ಪತ್ತುಗೆವಿಡು ,ಸಂಬಂಧ ಕಳೆದುಕೊ
ಪತ್ತುಗೆವೆಱು ,ಸಂಬಂಧ ಪಡೆದಿರು
ಪತ್ತುವಿಡಿಸು ,"ಪತ್ತು+ಬಿಡಿಸು, ಸಂಬಂಧ ತಪ್ಪಿಸು"
ಪತ್ತುವಿಡು ,ಸಂಬಂಧ ತಪ್ಪಿಹೋಗು; ಬೇರೆಯಾಗು; ಮುಗಿದುಹೋಗು; ದೂರಮಾಡು
ಪತ್ತೆಂಟು ,ಅನೇಕ
ಪತ್ತೆಪಾಯ್ ,"ಹತ್ತಿರ ಸೇರು, ಸಮೀಪಿಸು"
ಪತ್ತೆವೊಯ್ ,ಒಂದಾಗಿ ಸೇರಿಸು; ಬೆಸೆ
ಪತ್ತೆಸಾರ್ ,ಪತ್ತೆಪಾಯ್
ಪತ್ತೆಸಾರ್ ,ಹತ್ತಿರ ಹೋಗು
